Queue-it,"Ballerup, Denmark (Headquarters)",http://www.queue-it.com,Advanced Technology Partner,"Queue-it is the leading developer of virtual waiting room services to control website & app traffic surges by offloading visitors to an online queue. Its SaaS platform enables online ticket vendors, ecommerce companies, education and public sector services to keep their systems online and visitors informed, capturing key revenue and online activity on their most business-critical days.","AWS Marketplace Seller,AWS Public Sector Partner: Government, Education",,,,,,,,,b'https://aws.amazon.com/partners/find/partnerdetails/?n=Queue-it&id=001E000000YKGRRIA5'
SnapLogic,"San Mateo, CA (Headquarters)",http://www.snaplogic.com,Advanced Technology Partner,"Through its visual, automated approach to integration, the SnapLogic Enterprise Integration Cloud (EIC) uniquely empowers both business and IT users to accelerate integration needs for applications, data warehouse, big data & analytics initiatives. SnapLogic is founded by data industry veteran Gaurav Dhillon in 2006 and backed by leading VCs. Learn more at snaplogic.com.",Data & Analytics,AWS Marketplace Seller,,,,,,,,b'https://aws.amazon.com/partners/find/partnerdetails/?n=SnapLogic&id=001E000000aS9ySIAS'
D2SI,"Paris, Paris (Headquarters)",http://www.d2si.io,Premier Consulting Partner,"D2SI teams collaborate closely with IT departments, digital entities and businesses to lead their digital transformation. As Cloud & DevOps experts, our coworkers work in a cocreation mindset with our clients and community to develop the Cloud adoption that allows this transformation. We believe in peer-learning and he power of collective intelligence.","Data & Analytics,DevOps",Authorized Training Partner,"AWS Certified Solutions Architect - Associate,AWS Certified Sysops Administrator - Associate,AWS Certified Developer - Associate,AWS Certified DevOps Engineer - Professional,AWS Certified Solutions Architect - Professional","Big Data, Analytics, Batch Processing &,Dev & Test,High Availability,High Performance Computing (HPC),Internet of Things (IoT),Storage (Backup, Recovery & Asset Storag",Software & Internet,"Education,Small Business,Enterprise,Mid-size Business","Hadoop,JBOSS,Linux,Microsoft .NET,Microsoft Exchange,Microsoft SharePoint,Microsoft SQL,MySql,PHP,Ruby","Assessment / Jumpstart Pkg,Cloud Migration Services,Strategic / IT Consulting,Systems Integration",,b'https://aws.amazon.com/partners/find/partnerdetails/?n=D2SI&id=001E000000aTCdxIAG'
"PagerDuty, Inc.","San Francisco, CA (Headquarters)",http://www.pagerduty.com,Advanced Technology Partner,"PagerDuty's platform effectively distributes on-call responsibility by easily configuring custom on-call schedules, rotations, and escalations. Count on secure-by-design, reliable architecture, 300+ native integrations, and best-in-class API support. Overview Page:",DevOps,AWS Marketplace Seller,AWS Certified Developer - Associate,"Business Applications - Other,Dev & Test,Internet of Things (IoT),Mobile,Security & Compliance,Web & Web Apps",Software & Internet,"Education,Government,Small Business,Enterprise,Mid-size Business,Non-Profit,Startup","Issue & Bug Tracking,Monitoring",,,b'https://aws.amazon.com/partners/find/partnerdetails/?n=PagerDuty%2C%20Inc.&id=001E000000e1mVGIAY'
"47Lining, a Hitachi Vantara Company","Niwot, CO (Headquarters)",http://www.47lining.com/,Advanced Consulting Partner,"We deliver big data solutions and managed services to support your business. Focused on enterprise managed data lakes, data warehousing, predictive and real-time analytics, machine learning and IoT, our experience accelerates your time to value in industrial, oil &gas, mining, energy, life sciences, gaming, ad tech, retail analytics, financial services and media & entertainment.","Data & Analytics,Machine Learning","Amazon DynamoDB,Amazon EMR,Amazon Kinesis,Amazon Redshift",Authorized Commercial Reseller,,,,,,,b'https://aws.amazon.com/partners/find/partnerdetails/?n=47Lining%2C%20a%20Hitachi%20Vantara%20Company&id=001E000000ekUuOIAU'
Zscaler,"San Jose, CA (Headquarters)",http://www.zscaler.com,Advanced Technology Partner,"Zscaler enables the world’s leading organizations to securely transform their networks and applications for a mobile and cloud first world. Its cloud services Zscaler Internet Access and Zscaler Private Access, create fast, secure connections between users and applications, regardless of device, location, or network. Zscaler services are 100% cloud-delivered.",Security,"AWS Public Sector Partner: Government, Education, Nonprofit,Authority to Operate on AWS",AWS Certified Cloud Practitioner,Security & Compliance,Software & Internet,"Education,Government,Enterprise,Mid-size Business","Network Infrastructure,Security",,,b'https://aws.amazon.com/partners/find/partnerdetails/?n=Zscaler&id=001E000000uiTjoIAE'
CircleCI,"San Francisco, California (Headquarters)",https://circleci.com,Advanced Technology Partner,"CircleCI's continuous integration and delivery platform automates the build, test, and deploy processes for teams looking to do more at scale. CircleCI is integrated with GitHub, Bitbucket, and GitHub Enterprise, and provides 24/7/365 support for over 100,000 customers.",DevOps,AWS Marketplace Seller,,,,,,,,b'https://aws.amazon.com/partners/find/partnerdetails/?n=CircleCI&id=001E000000wLx02IAC'
Cisco Stealthwatch Cloud,"St. Louis, Missouri (Headquarters)",http://www.cisco.com/c/en/us/products/security/stealthwatch-cloud/index.html,Advanced Technology Partner,"Stealthwatch Cloud is an AWS-native security and network visibility tool that consumes VPC flow logs to deliver high precision and low noise alerts. It uses asset modeling and extensive machine learning to detect threats and risks in your VPC and with your users. Other AWS services modeled are Cloud Trail, Cloud Watch, Config, and Lambda along with Inspector integration.",Security,AWS Public Sector Partner,,,,,,,,b'https://aws.amazon.com/partners/find/partnerdetails/?n=Cisco%20Stealthwatch%20Cloud&id=001E000001DguloIAB'
GorillaStack,"Woollahra, New South Wales (Headquarters)",http://www.gorillastack.com,Advanced Technology Partner,"GorillaStack is an automation and workflow platform for AWS. As a sophisticated rules engine, GorillaStack empowers DevOps engineers to utilise data from their cloud environment as triggers that kick off actions to keep their infrastructure fully optimised. Use GorillaStack’s CloudTrail listener for Slack to get alerts into your Slack environment as soon as events hit your CloudTrail log.",Cloud Management Tools,AWS Public Sector Partner: Government,,,,,,,,b'https://aws.amazon.com/partners/find/partnerdetails/?n=GorillaStack&id=001E000001Lf6qSIAR'
OpenGov,"Redwood City, California (Headquarters)",http://info.opengov.com/amazon-web-services-marketplace,Advanced Technology Partner,,Government,"AWS Public Sector Partner: Government, Education",,,,,,,,b'https://aws.amazon.com/partners/find/partnerdetails/?n=OpenGov&id=001E000001QNHsEIAX'
Image API,"Tallahassee, Florida (Headquarters)",https://www.imageapi.com,Advanced Technology Partner,"We help clients transition from paper to digital solutions in the cloud with our imaging, document management, and business process optimization solutions. With a focus on state and local government, we are experts at helping organizations navigate digital transformation and the complexities of security and compliance, eliminating risk and reducing the burden of paper.","Healthcare,Government","AWS Public Sector Partner: Government, Education, Non-Profit","AWS Certified Sysops Administrator - Associate,AWS Certified Solutions Architect - Associate,AWS Certified Solutions Architect - Professional,AWS Certified DevOps Engineer - Professional","Archiving,Content Delivery,Value (Cost Savings/TCO)","Government, Education & Public Services","Education,Government - Local,Government - National,Non-Profit","Microsoft .NET,Microsoft SQL,Ruby,System Management","Cloud Migration Services,Systems Integration,Assessments","Application Development,Application Servers",b'https://aws.amazon.com/partners/find/partnerdetails/?n=Image%20API&id=0010L00001kVW8eQAG'
Remind,"San Francisco, California (Headquarters)",http://www.remind.com,Advanced Technology Partner,"Remind is a communication platform that helps every student succeed. Founded in 2011, Remind allows school and district administrators to reach and engage with their communities and connects educators and families with the tools that help them teach and learn. Investors include First Round Capital, GSV, Kleiner Perkins Caufield Byers, and Social Capital.",Education,AWS Public Sector Partner: Education,,,,,,,,b'https://aws.amazon.com/partners/find/partnerdetails/?n=Remind&id=0010L00001mazigQAA'
"CloudChomp, Inc.","Houston, Texas (Headquarters)",http://www.cloudchomp.com,Advanced Technology Partner,,Microsoft Workloads,"AWS Public Sector Partner: Government, Education",,,,,,,,b'https://aws.amazon.com/partners/find/partnerdetails/?n=CloudChomp%2C%20Inc.&id=0010L00001ocLuQQAU'
Revv,"Washington, District of Columbia (Headquarters)",https://www.revv.co,Advanced Technology Partner,"Revv is a donation and fundraising platform that was founded in 2014 by online fundraisers who couldn’t find another solution that suited their needs for raising money online. Since then, Revv has become a fully featured donation and fundraising platform for organizations and agencies that have processed over half a billion dollars across a thousand nonprofit and political organizations.",Nonprofit,AWS Public Sector Partner: Nonprofit,,,,,,,,b'https://aws.amazon.com/partners/find/partnerdetails/?n=Revv&id=0010L00001rDKQBQA4'
Classy Inc.,"San Diego, California (Headquarters)",https://www.classy.org,Advanced Technology Partner,,Nonprofit,AWS Public Sector Partner: Nonprofit,AWS Certified Developer - Associate,Software & Internet,Non-Profit,"Application Servers,Databases & Caching,Network Infrastructure,Security,Operations Systems","Monitoring,Source Control,Testing","Business Intelligence,Media,Storage & Backup",,b'https://aws.amazon.com/partners/find/partnerdetails/?n=Classy%20Inc.&id=0010L00001rFF6rQAG'
Red Hat,"Raleigh, NC (Headquarters)",http://www.redhat.com,Advanced Technology Partner,Red Hat Enterprise Linux on Amazon Web Services (AWS) is a secure and flexible operating system for testing and operating enterprise applications on premises and in hybrid cloud deployments including Amazon Web Services (AWS). Customers benefit from a familiar solution that streamlines adoption and allows you to centrally manage on premises and AWS deployments.,"AWS Marketplace Seller,AWS Public Sector Partner: Government, Education, Non-Profit,Authority to Operate on AWS",AWS Certified Solutions Architect - Associate,,,,,,,,b'https://aws.amazon.com/partners/find/partnerdetails/?n=Red%20Hat&id=001E000000Rl0xiIAB'
Signiant,"Lexington, MA (Headquarters)",http://www.signiant.com,Advanced Technology Partner,"Signiant is changing the way businesses move large, high-value digital assets around the world and into the cloud. Our software products were originally adopted by Media & Entertainment enterprises, the pioneers in electronic transport of large files. We are the established leader in the space, and most of the world’s mission-critical media workflows — from small post-production houses to Holly",Digital Media,AWS Marketplace Seller,"AWS Certified Solutions Architect - Associate,AWS Certified Developer - Associate","Big Data, Analytics, Batch Processing &,Content Delivery,Storage (Backup, Recovery & Asset Storag",Software & Internet,"Small Business,Enterprise,Mid-size Business",Managed Service Provider,Network Infrastructure,"Media,Storage & Backup",b'https://aws.amazon.com/partners/find/partnerdetails/?n=Signiant&id=001E000000Rl0xuIAB'
Avere Systems,"Pittsburgh, PA (Headquarters)",http://www.averesystems.com,Advanced Technology Partner,"Founded in January 2008, Avere Systems is radically changing the economics of data storage. Avere’s solutions give companies – for the first time – the ability to put an end to the rising cost and complexity of data storage and compute by allowing customers the freedom to store files anywhere in the cloud or on premises without sacrificing the performance, availability or security of their data.","AWS Marketplace Seller,AWS Public Sector Partner: Government, Education",,,,,,,,,b'https://aws.amazon.com/partners/find/partnerdetails/?n=Avere%20Systems&id=001E000000Rp578IAB'
"Perfect Sense, Inc.","Reston, VA (Headquarters)",http://www.perfectsensedigital.com,Advanced Technology Partner,"Perfect Sense is a full-service product company that capitalizes on its enterprise digital application development platform, Brightspot, to drive innovations in web and mobile development for corporations worldwide. Perfect Sense actively supports the Brightspot platform, which powers dynamic and highly engaging consumer experiences.",Digital Customer Experience,AWS Public Sector Partner: Nonprofit,AWS Certified Solutions Architect - Associate,"Content Delivery,Internet of Things (IoT),Mobile,Value (Cost Savings/TCO),Web & Web Apps",Software & Internet,"Education,Enterprise,Government - Local,Government - National,Mid-size Business,Non-Profit","Custom Application Development,Managed Service Provider,Strategic / IT Consulting,Systems Integration","Content Management,Media",SBA Certified Small Business(SB),b'https://aws.amazon.com/partners/find/partnerdetails/?n=Perfect%20Sense%2C%20Inc.&id=001E000000Rp5GaIAJ'
Okta,"San Francisco, CA (Headquarters)",http://www.okta.com,Advanced Technology Partner,"By harnessing the power of the cloud, Okta allows people to access applications on any device, while still enforcing strong security protections. It integrates directly with an organization’s existing directories and identity systems, as well as 5,000+ applications. Because Okta runs on an integrated platform, organizations can implement the service quickly at large scale and low total cost.","Security,Government",AWS Marketplace Seller,"AWS Certified Solutions Architect - Associate,AWS Certified Solutions Architect - Professional",Security & Compliance,Software & Internet,"Education,Government,Small Business,Enterprise,Mid-size Business",Microsoft Exchange,"Cloud Migration Services,Custom Application Development,Systems Integration","Network Infrastructure,Security",b'https://aws.amazon.com/partners/find/partnerdetails/?n=Okta&id=001E000000Rp5GgIAJ'
Apptio,"Bellevue, WA (Headquarters)",http://www.apptio.com,Advanced Technology Partner,"Apptio is the leading provider of cloud-based Technology Business Management (TBM) software that helps CIOs manage the business of IT. Apptio’s suite of applications use business analytics to provide facts and insights about technology cost, value, and quality, so IT leaders can make faster, data-driven decisions. The purpose-built applications help companies align technology spend to the business",Cloud Management Tools,AWS Public Sector Partner: Government,,,,,,,,b'https://aws.amazon.com/partners/find/partnerdetails/?n=Apptio&id=001E000000Rp5PJIAZ'
Chartio,"San Francisco, CA (Headquarters)",https://www.chartio.com,Advanced Technology Partner,"Chartio is a self-serve data exploration solution that enables anyone within an organization to analyze and visualize data across their many cloud applications and databases with no SQL knowledge required. Simple to set up, easy to use, perform ad-hoc data discovery with the flexibility of fully customizable queries for access to insights in real-time. Find out how at www.chartio.com","Data & Analytics,Digital Customer Experience",AWS Marketplace Seller,,,,,,,,b'https://aws.amazon.com/partners/find/partnerdetails/?n=Chartio&id=001E000000Rp5PlIAJ'
Commvault,"Tinton Falls, NJ (Headquarters)",https://www.commvault.com/solutions/by-technology/virtual-machine-and-cloud/amazon-web-services,Advanced Technology Partner,"Commvault provides the only data management platform to move, manage and use data across on-premises and cloud locations. Commvault offers comprehensive data management for managing data across files, applications, databases, hypervisors, and clouds. Commvault includes comprehensive capabilities for data backup, recovery, management and e-discovery.",Storage,"AWS Public Sector Partner: Government, Education, Non-Profit","AWS Certified Solutions Architect - Associate,AWS Certified Developer - Associate","Archiving,Dev & Test,Disaster Recovery,Storage (Backup, Recovery & Asset Storag",Software & Internet,"Education,Enterprise,Government - Local,Government - National","Cloud Migration Services,Strategic / IT Consulting,Assessments",Storage & Backup,,b'https://aws.amazon.com/partners/find/partnerdetails/?n=Commvault&id=001E000000T6qN8IAJ'
Panzura,"Campbell, CA (Headquarters)",http://www.panzura.com,Advanced Technology Partner,"Panzura is a Distributed File System with NFS and SMB/CIFS access to AWS S3 Object Storage. Panzura’s secure, end-to-end encrypted NAS storage includes global byte-range file locking, deduplication, compression, snapshots and is trusted by Government agencies. Panzura reduces storage costs up to 90%, is available as an AMI in the AWS Marketplace and from Panzura and Panzura partners.",Storage,AWS Marketplace Seller,"AWS Certified Solutions Architect - Associate,AWS Certified Sysops Administrator - Associate,AWS Certified Developer - Associate","Archiving,Content Delivery,Dev & Test,Disaster Recovery,High Availability,Mobile,Security & Compliance,Storage (Backup, Recovery & Asset Storag,Value (Cost Savings/TCO)",Software & Internet,"Education,Government,Enterprise,Government - Local,Government - National,Mid-size Business,Non-Profit","Hadoop,IBM,Linux,Microsoft SQL,MySql,Oracle DB","Cloud Migration Services,Digital Marketing,Managed Service Provider,Systems Integration,Assessments","Network Infrastructure,Operating Systems,Security",b'https://aws.amazon.com/partners/find/partnerdetails/?n=Panzura&id=001E000000UfZ2bIAF'
RiverMeadow Software,"Los Gatos, CA (Headquarters)",http://www.rivermeadow.com,Advanced Technology Partner,"RiverMeadow Software, headquartered in San Jose, CA, automates the migration of Windows and Linux x86 server-based workloads to AWS. A technology leader in automated workload migration, RiverMeadow partners with leading infrastructure manufacturers, service providers, distributors, VARs and system integrators that OEM and resell RiverMeadow Migration SaaS to the global market.","Migration,Microsoft Workloads",AWS Marketplace Seller,,,,,,,,b'https://aws.amazon.com/partners/find/partnerdetails/?n=RiverMeadow%20Software&id=001E000000UfZ4SIAV'
Xignite,"San Mateo, CA (Headquarters)",http://www.xignite.com,Advanced Technology Partner,"Xignite pioneered the shift of market data to the cloud and is leading the disruption of the market data industry. The Xignite Market Data Cloud platform, hosted in the AWS Cloud, allows companies to simplify infrastructure, scale quickly, and innovate faster.",Financial Services,AWS Marketplace Seller,"AWS Certified Solutions Architect - Associate,AWS Certified Developer - Associate","Big Data, Analytics, Batch Processing &,Database & Data Warehouse,High Availability,Security & Compliance,Value (Cost Savings/TCO),Web & Web Apps",Financial Services,"Education,Enterprise,Government - Local,Government - National,Mid-size Business,Startup","Linux,Microsoft .NET,Microsoft SQL,MySql","Custom Application Development,Managed Service Provider,Strategic / IT Consulting,Systems Integration,Assessments","Application Development,Application Servers,Databases & Caching,Network Infrastructure,Operating Systems,Security",b'https://aws.amazon.com/partners/find/partnerdetails/?n=Xignite&id=001E000000UfZO8IAN'
Check Point Software Technologies,"San Carlos, CA (Headquarters)",http://www.checkpoint.com,Advanced Technology Partner,"Check Point Software Technologies Ltd., the largest network cyber security vendor globally, provides industry-leading solutions that protect customers from cyberattacks with an unmatched catch rate of malware and other threats. Check Point offers a complete security architecture defending enterprises from networks to mobile devices as well as the most comprehensive, intuitive security management.",Security,AWS Marketplace Seller,AWS Certified Solutions Architect - Associate,"Security & Compliance,GDPR Practice",Software & Internet,"Network Infrastructure,Security",,,,b'https://aws.amazon.com/partners/find/partnerdetails/?n=Check%20Point%20Software%20Technologies&id=001E000000UfZXoIAN'
Cloudamize,"Philadelphia, PA (Headquarters)",http://www.cloudamize.com,Advanced Technology Partner,"The Cloudamize platform can map workloads into AWS to show precise TCO and projected performance. Additionally, the platform provides migration planning functionality in the form of topology views of the environment, dependency mapping, port information and cloud readiness and suitability reports. Once workloads are migrated, Cloudamize can also provide ongoing cost and performance optimization.","Migration,Microsoft Workloads",AWS Marketplace Seller,"AWS Certified Solutions Architect - Associate,AWS Certified Solutions Architect - Professional","Big Data, Analytics, Batch Processing &,Content Delivery,Database & Data Warehouse,Dev & Test,Security & Compliance",Software & Internet,"Small Business,Enterprise,Mid-size Business","Apache,Linux,Microsoft .NET,Microsoft SQL,MySql,Oracle DB,System Management",Network Infrastructure,Monitoring,b'https://aws.amazon.com/partners/find/partnerdetails/?n=Cloudamize&id=001E000000UfaRvIAJ'
Nouvola,"PORTLAND, OR (Headquarters)",http://www.nouvola.com,Advanced Technology Partner,"Nouvola offers real-world performance & load testing for web, mobile, API and IoT applications so developers, DevOps and engineering managers can release better code faster. Intelligent automation and AI simplify performance testing and optimization at any stage of the development flow. Integrates with CI/CD workflows and with APM solutions, including Jenkins, New Relic, Postman, and others.",DevOps,AWS Marketplace Seller,,,,,,,,b'https://aws.amazon.com/partners/find/partnerdetails/?n=Nouvola&id=001E000000d82y9IAA'
"Cloudera, Inc.","Palo Alto, CA (Headquarters)",http://www.cloudera.com,Advanced Technology Partner,"Cloudera Enterprise on AWS helps organizations get more value from their data in the cloud. This modern data management and analytics platform is unique in its ability to let customers rapidly process and explore all their cloud data wherever it lives, and then turn that information into applications or reports that drive greater customer insight, improve products and services, drive efficiencies,",Data & Analytics,"AWS Public Sector Partner: Government, Non-Profit",AWS Certified Solutions Architect - Associate,"Big Data, Analytics, Batch Processing &,Database & Data Warehouse,Dev & Test,High Availability",Software & Internet,"Education,Enterprise,Government - Local,Government - National",Hadoop,Assessments,Databases & Caching,b'https://aws.amazon.com/partners/find/partnerdetails/?n=Cloudera%2C%20Inc.&id=001E000000dHiGgIAK'
Xplenty Ltd.,"San Francisco, CA (Headquarters)",https://www.xplenty.com,Advanced Technology Partner,"Xplenty provides a complete toolkit for building data pipelines. Use the package designer to implement a variety of ETL use cases, from simple replication to complex data preparation. Out of the box data transformations will save you time whilst maintaining control over your data. Use Xplenty's native connectors to integrate data from more than 100 data stores and SaaS applications.",Data & Analytics,AWS Marketplace Seller,,,,,,,,b'https://aws.amazon.com/partners/find/partnerdetails/?n=Xplenty%20Ltd.&id=001E000000eh7u0IAA'
Bryte Systems,"821 Pacific Highway Chatswood, New South Wales (Headquarters)",http://www.bryteflow.com.au/data-lakes/,Advanced Technology Partner,"Deploy data in hours not months! BryteFlow drives real-time Data Replication & Integration for Amazon S3, Amazon Redshift and Snowflake, with a self-serve GUI and eliminates the need for expensive Tech hires. Automate data replication, data merges and data transformation from SAP, Oracle and SQL Server, MySQL etc. with enterprise class Change Data Capture (CDC), Data Preparation and Data Lineage.",Data & Analytics,AWS Marketplace Seller,,,,,,,,b'https://aws.amazon.com/partners/find/partnerdetails/?n=Bryte%20Systems&id=001E000000olOHuIAM'
Provectus,"Palo Alto, California (Headquarters)",https://provectus.com/,Advanced Consulting Partner,"AI-first technology consultancy and solutions provider helping design, architect, migrate or build cloud-native applications on AWS cloud. AWS Data & Analytics, DevOps, and Machine Learning competency partner. AI solutions for industry-specific use cases Data and Machine Learning foundation Cloud transformation and DevOps adoption","Data & Analytics,DevOps,Machine Learning","Amazon EMR,Amazon RDS for PostgreSQL,Amazon Redshift,AWS Database Migration Service,AWS Lambda","AWS Certified Sysops Administrator - Associate,AWS Certified Developer - Associate,AWS Certified Solutions Architect - Associate,AWS Certified Solutions Architect - Professional,AWS Certified DevOps Engineer - Professional","Big Data, Analytics, Batch Processing &,Database & Data Warehouse,Dev & Test,High Performance Computing (HPC),Internet of Things (IoT),Security & Compliance,Storage (Backup, Recovery & Asset Storag,Value (Cost Savings/TCO)",Software & Internet,"Small Business,Enterprise,Mid-size Business,Startup","Apache,Flash Media Server,Hadoop,IBM,JBOSS,Linux,Microsoft .NET,Microsoft Exchange,Microsoft SharePoint,MySql,Oracle Apps,Oracle DB,Oracle Middleware,PHP,Ruby,System Management","Cloud Migration Services,Custom Application Development,Managed Service Provider,Strategic / IT Consulting,Assessments",,b'https://aws.amazon.com/partners/find/partnerdetails/?n=Provectus&id=001E000000qGM3lIAG'
KEMP Technologies,"New York, NY (Headquarters)",http://www.kemptechnologies.com,Advanced Technology Partner,"Virtual LoadMaster™ an easily managed ADC & reverse proxy available in the AWS marketplace is deployed both in the cloud and in hybrid environments. With flexible licensing including a free perpetual license, customers may subsequently move to BYOL or hourly licenses. Key Features & Benefits: L4-7 Load Balancing L7 content switching & traffic management L7 session persis","AWS Marketplace Seller,AWS Public Sector Partner",AWS Certified Solutions Architect - Associate,,,,,,,,b'https://aws.amazon.com/partners/find/partnerdetails/?n=KEMP%20Technologies&id=001E000000qJQLWIA4'
Cloudinary,"Sunnyvale, CA, CALIFORNIA (Headquarters)",http://cloudinary.com,Advanced Technology Partner,"Cloudinary streamlines the process of managing and delivering images and videos for web & mobile applications. It enables you to upload media assets to S3 and dynamically Manipulate them to serve an Enhanced, Optimized and Responsive version that suits the unique viewing context of every user.",Digital Customer Experience,AWS Marketplace Seller,AWS Certified Sysops Administrator - Associate,"Content Delivery,Dev & Test,Digital Marketing,Mobile,Storage (Backup, Recovery & Asset Storag,Value (Cost Savings/TCO),Web & Web Apps",Software & Internet,"Education,Government,Small Business,Enterprise,Mid-size Business,Non-Profit,Startup","Apache,Flash Media Server,Hadoop,IBM,JBOSS,Linux,Microsoft .NET,Microsoft Exchange,Microsoft SharePoint,Microsoft SQL,MySql,Oracle Apps,Oracle DB,Oracle Middleware,PHP,Ruby,SAP,System Management","Application Development,Application Stacks,Application Servers","Content Management,Media,Storage & Backup",b'https://aws.amazon.com/partners/find/partnerdetails/?n=Cloudinary&id=001E000000xECTCIA4'
Spotinst,"San Francisco, California (Headquarters)",https://spotinst.com,Advanced Technology Partner,"Spotinst automates cloud infrastructure management and helping companies save ~80% on their AWS computing costs by leveraging EC2 Spot Instances with ease and confidence. Using advanced algorithms and historical data, Spotinst can predict EC2 Spot interruptions ahead of time and automatically migrate instances into different markets while ensuring high-availability and application consistency.",Cloud Management Tools,AWS Marketplace Seller,"AWS Certified Solutions Architect - Associate,AWS Certified Solutions Architect - Professional","Big Data, Analytics, Batch Processing &,Content Delivery,Dev & Test,High Availability,High Performance Computing (HPC),Value (Cost Savings/TCO),Web & Web Apps",Software & Internet,"Education,Government,Small Business,Enterprise,Mid-size Business,Startup","Apache,Hadoop,Linux,MySql,System Management",Cloud Migration Services,"Application Stacks,Application Servers,Databases & Caching,Operating Systems",b'https://aws.amazon.com/partners/find/partnerdetails/?n=Spotinst&id=001E00000167mDmIAI'
Instructure Inc,"Salt Lake City, UT (Headquarters)",http://www.instructure.com/,Advanced Technology Partner,"Instructure makes software that makes smarter people. It all started with Canvas in 2011 and the goal to make teaching and learning a lot easier. In 2015, we launched Bridge, which aims to change the way you (and, more importantly, your employees) think about employee engagement and corporate training. In 2016 we launched Arc, the next-generation online video platform.",Education,AWS Public Sector Partner: Education,,,,,,,,b'https://aws.amazon.com/partners/find/partnerdetails/?n=Instructure%20Inc&id=001E000001BvXpaIAF'
Veritas Technologies LLC,"Mountain View, California (Headquarters)",http://www.veritas.com,Advanced Technology Partner,"Veritas helps enterprises address information management challenges including backup and recovery, business continuity, software-defined storage and information governance. Every one of our industry-leading solutions is designed around the principle that information is more important than infrastructure. Veritas provides Information Management solutions for 86% of Fortune 500 companies.",Storage,"AWS Public Sector Partner: Government, Education, Non-Profit","AWS Certified Solutions Architect - Associate,AWS Certified Sysops Administrator - Associate,AWS Certified Developer - Associate,AWS Certified Solutions Architect - Professional,AWS Certified DevOps Engineer - Professional","Archiving,Disaster Recovery,High Availability,High Performance Computing (HPC),Storage (Backup, Recovery & Asset Storag",Software & Internet,"Education,Enterprise,Government - Local,Government - National,Mid-size Business,Non-Profit","Application Stacks,Application Servers",I don't know,Storage & Backup,b'https://aws.amazon.com/partners/find/partnerdetails/?n=Veritas%20Technologies%20LLC&id=001E000001HOZYgIAP'
C3,"Redwood City, California (Headquarters)",http://www.c3.ai,Advanced Technology Partner,"C3 provides a comprehensive PaaS for rapidly developing & operating big data, AI, and IoT applications. In addition, we offer a family of configurable and extensible SaaS applications. At the heart of all C3 products is the C3 Type System, which enables programmers and data scientists to develop big data, AI, and IoT applications in 1/10th the time and cost of alternative technologies.","Data & Analytics,IoT,Machine Learning",,,,,,,,,b'https://aws.amazon.com/partners/find/partnerdetails/?n=C3&id=001E000001OKjNSIA1'
CrowdStrike,"Sunnyvale, California (Headquarters)",http://www.crowdstrike.com,Advanced Technology Partner,"CrowdStrike fits in with the shared responsibility model of cloud security by enabling customers secure their workloads and data ‘in the cloud’. CrowdStrike is cloud-delivered next-generation endpoint protection platform with unified next-generation antivirus, endpoint detection and response (EDR), IT hygiene and a 24/7 managed hunting service — all delivered via a single lightweight agent.",Security,AWS Marketplace Seller,"AWS Certified Developer - Associate,AWS Certified Sysops Administrator - Associate,AWS Certified Solutions Architect - Associate","High Performance Computing (HPC),Mobile,Security & Compliance",Software & Internet,"Education,Enterprise,Government - Local,Government - National,Mid-size Business,Non-Profit,Startup","Linux,Microsoft Exchange,System Management",Assessments,Security,b'https://aws.amazon.com/partners/find/partnerdetails/?n=CrowdStrike&id=001E000001VAPbPIAX'
Aporeto,"San Jose, California (Headquarters)",http://www.aporeto.com,Advanced Technology Partner,"Aporeto offers a network security solution designed for microservices platforms. With Aporeto, enterprises can quickly deploy granular segmentation policies to govern communication between microservices workloads or external dependencies - regardless of where the workload or its dependency is deployed. The use of identity is fundamental to any granular segmentation policy.","AWS Marketplace Seller,AWS Public Sector Partner: Government",,,,,,,,,b'https://aws.amazon.com/partners/find/partnerdetails/?n=Aporeto&id=001E000001d9emcIAA'
"Civitas Learning, Inc.","Austin, Texas (Headquarters)",http://www.civitaslearning.com,Advanced Technology Partner,,Education,AWS Public Sector Partner: Education,"AWS Certified Solutions Architect - Associate,AWS Certified Sysops Administrator - Associate","Government, Education & Public Services","Education,Enterprise","Application Development,Application Stacks,Application Servers,Databases & Caching,Network Infrastructure,Security,Operations Systems","Monitoring,Testing","Business Intelligence,Storage & Backup",,b'https://aws.amazon.com/partners/find/partnerdetails/?n=Civitas%20Learning%2C%20Inc.&id=0010L00001iVkdeQAC'
Turbonomic,"Boston, Massachusetts (Headquarters)",http://www.turbonomic.com,Advanced Technology Partner,"Turbonomic customers unlock market-leading Application Resource Management powered by our AI engine. Turbonomic provides full stack, application aware visibility allowing customers to rapidly assess on-premises environments prior to migration, determines the exact resources required in AWS, and then continuously calculates the resources required to assure application performance at the lowest cost","Migration,Cloud Management Tools,Microsoft Workloads",AWS Certified Solutions Architect - Associate,,,,,,,,b'https://aws.amazon.com/partners/find/partnerdetails/?n=Turbonomic&id=0010L00001kUpUAQA0'
