ParentSquare Inc,"Santa Barbara, California (Headquarters)",http://www.parentsquare.com,Select Technology Partner,,,,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=ParentSquare%20Inc&id=0010h00001ZYdIZAA1
Cloudbric Corporation,"Seoul, Seoul (Headquarters)",https://www.cloudbric.com,Select Technology Partner,"Cloudbric is a fast-growing cloud security technology provider for SMBs and Enterprise that offers fully managed cybersecurity support services for the global web and soon also for the mobile, blockchain, and IoT space. Cloudbric currently offers an award-winning WAF (Web application Firewall), DDoS Protection, and SSL as a full-service package and is developing AI capabilities into their service.",,,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=Cloudbric%20Corporation&id=0010h00001ZYdIoAAL
Tilkal,"Paris, Paris (Headquarters)",https://www.tilkal.com,Select Technology Partner,,,,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=Tilkal&id=0010h00001a620PAAQ
InFlight Corporation,"Easthampton, Massachusetts (Headquarters)",https://www.inflightintegration.com,Select Technology Partner,"InFlight uses a cloud-based API that integrates with any web-based application on-the-fly rather than interfering with your system of record. Our approach avoids all the governance, risk, and security headaches associated with deep integrations. It’s also totally hands-off your application, so you don’t need to do any upgrades, development, or customization.",,,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=InFlight%20Corporation&id=0010h00001a62bbAAA
VNEXT SOFTWARE,"Ha Noi, Cau Giay (Headquarters)",https://www.vnext.vn,Select Consulting Partner,,AWS Certified Solutions Architect - Associate,,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=VNEXT%20SOFTWARE&id=0010h00001a643JAAQ
Opsani,"Redwood City, California (Headquarters)",http://www.opsani.com,Select Technology Partner,,,,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=Opsani&id=0010h00001aBdaqAAC
Jintel Health Inc.,"Richmond, California (Headquarters)",https://www.jintelhealth.com,Select Technology Partner,,,,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=Jintel%20Health%20Inc.&id=0010h00001aBfXNAA0
Spatineo,"Helsinki, Uusimaa (Headquarters)",https://www.spatineo.com/,Select Technology Partner,,,,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=Spatineo&id=0010h00001aBganAAC
"While True, d.o.o.","Ljubljana, Ljubljana (Headquarters)",http://www.whiletrue.com,Select Consulting Partner,"We specialize in robust back-end software that is expected to run for years without interruptions. We are AWS (Amazon Web Services) specialists and have been delivering application that run for on it for 9+ years. Experts on .NET, Java, Infrastructure as code, agile, Docker, React, AWS Lambda, AWS ECS, and all other things AWS.",,,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=While%20True%2C%20d.o.o.&id=0010h00001aBgn8AAC
Folderit Ltd,"Tallinn, Harjumaa (Headquarters)",https://www.folderit.com,Select Technology Partner,"SaaS document management system software for small and medium businesses and organizations. Folderit has been named the most user-friendly document management system in the world; it is highly secure and affordable. Folderid DMS features sharing, approval workflows, OCR-powered content search, custom metadata, online previewing, reminders, notifications, check in / check out, versioning, API, etc.",,,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=Folderit%20Ltd&id=0010h00001aBiMNAA0
Kanzu Code Limited,"Kampala, Kampala (Headquarters)",https://www.kanzucode.com,Select Technology Partner,,,,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=Kanzu%20Code%20Limited&id=0010h00001aBjMCAA0
Wise Technologies d.o.o.,"Sarajevo, Bosnia and Herzegovina (Headquarters)",http://www.wise-t.com,Select Technology Partner,,,,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=Wise%20Technologies%20d.o.o.&id=0010h00001aBjizAAC
"Bullet Group, Inc.","Shinjuku-Ku, Tokyo (Headquarters)",https://bltinc.co.jp,Select Technology Partner,,,,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=Bullet%20Group%2C%20Inc.&id=0010h00001aBkwsAAC
Invoke,"Newark, Delaware (Headquarters)",http://www.invokeinc.com,Select Technology Partner,,,,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=Invoke&id=0010h00001aBmmqAAC
Balbix,"San Jose, California (Headquarters)",http://www.balbix.com,Select Technology Partner,,,,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=Balbix&id=0010h00001aBnCZAA0
"Altostra, Inc","Palo Alto, California (Headquarters)",https://www.altostra.com,Select Technology Partner,,,,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=Altostra%2C%20Inc&id=0010h00001aBo6AAAS
"XAlliance Co., Ltd.","港区, 東京都 (Headquarters)",https://www.x-alliance.net,Select Technology Partner,,,,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=XAlliance%20Co.%2C%20Ltd.&id=0010h00001aBppBAAS
Proof,"Whitehorse, Yukon (Headquarters)",http://www.proofgov.com,Select Technology Partner,,,,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=Proof&id=0010h00001aBq4zAAC
BEIJING BORUITONGSHENG,"北京市, Beijing (Headquarters)",http://www.lycxs.cn/,Select Technology Partner,,,,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=BEIJING%20BORUITONGSHENG&id=0010h00001aBtJMAA0
Visualsoft,"Jubail, Eastern (Headquarters)",http://www.visualsoft.com,Select Technology Partner,,,,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=Visualsoft&id=0010h00001aBtLDAA0
INTLOOP Inc.,"港区, 東京都 (Headquarters)",https://www.intloop.com,Select Technology Partner,,,,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=INTLOOP%20Inc.&id=0010h00001aBtLIAA0
Superb AI,"Foster City, California (Headquarters)",https://www.superb-ai.com,Select Technology Partner,,,,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=Superb%20AI&id=0010h00001aBv2pAAC
Seneca Learning,"London, London (Headquarters)",https://www.senecalearning.com/,Select Technology Partner,,,,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=Seneca%20Learning&id=0010h00001aBvkgAAC
Itelligent Information Technologies SL,"El Pto. Sta. Maria, Cádiz (Headquarters)",http://www.itelligent.es,Select Technology Partner,,,,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=Itelligent%20Information%20Technologies%20SL&id=0010h00001aBvx1AAC
The Oxchild Pte.Ltd.,"Singapore, Singapore (Headquarters)",https://www.apisplatform.io,Select Technology Partner,,,,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=The%20Oxchild%20Pte.Ltd.&id=0010h00001aBzzUAAS
Paperlit Spa,"Cagliari, Sardinia (Headquarters)",http://www.paperlit.com,Select Technology Partner,,,,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=Paperlit%20Spa&id=0010h00001aC04tAAC
"Linnflux, Inc.","Hummelstown, Pennsylvania (Headquarters)",https://www.linnflux.com,Select Technology Partner,,,,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=Linnflux%2C%20Inc.&id=0010h00001aC0FZAA0
Netgain Technology LLC,"Saint Cloud, Minnesota (Headquarters)",http://www.netgaincloud.com,Select Consulting Partner,,AWS Certified Solutions Architect - Associate,,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=Netgain%20Technology%20LLC&id=0010h00001aC1jeAAC
Xenialab,"Torino, TO (Headquarters)",http://www.xenialab.com,Select Technology Partner,,,,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=Xenialab&id=0010h00001aC30lAAC
Elastic M2M,"Reston, Virginia (Headquarters)",http://www.elasticm2m.com,Select Technology Partner,,,,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=Elastic%20M2M&id=0010h00001aC378AAC
TechNubem,"Bexley, Kent (Headquarters)",http://www.paymentsi.com,Select Consulting Partner,,"AWS Certified Solutions Architect - Associate,AWS Certified Sysops Administrator - Associate,AWS Certified Solutions Architect - Professional",,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=TechNubem&id=0010h00001aC3aQAAS
Preveil,"Boston, Massachusetts (Headquarters)",https://www.preveil.com,Select Technology Partner,,,,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=Preveil&id=0010h00001aC4NTAA0
Terra Systems Pte Ltd,"Singapore, Singapore (Headquarters)",http://www.terra.systems,Select Technology Partner,,,,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=Terra%20Systems%20Pte%20Ltd&id=0010h00001aC59hAAC
GrammaTech,"Ithaca, New York (Headquarters)",http://www.grammatech.com,Select Technology Partner,"At GrammaTech, we help our customers and partners solve the most challenging software issues of today and tomorrow, safeguarding embedded mission-critical devices from failure and cyber attack. With our security-first software design philosophy, you can rely on GrammaTech to help you design, develop, and deploy trusted software applications – minimizing risks and maximizing competitive position.",,,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=GrammaTech&id=0010h00001aC5H7AAK
Lentiq Inc.,"Chicago, Illinois (Headquarters)",https://www.lentiq.com,Select Technology Partner,,,,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=Lentiq%20Inc.&id=0010h00001aC5OIAA0
Glassbox,"London, London (Headquarters)",http://www.glassboxdigital.com,Select Technology Partner,,,,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=Glassbox&id=0010h00001aC66sAAC
GoQSystem,"中央区, 東京都 (Headquarters)",http://www.goqsystem.com,Select Technology Partner,,,,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=GoQSystem&id=0010h00001aC7ZjAAK
Extreme vision,"SHENZHEN, Guangdong (Headquarters)",http://www.extremevision.com.cn,Select Technology Partner,,,,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=Extreme%20vision&id=0010h00001aC7dCAAS
"kabu.com Securities Co., Ltd.","千代田区大手町1丁目, 東京都 (Headquarters)",https://www.kabu.com/,Select Technology Partner,,,,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=kabu.com%20Securities%20Co.%2C%20Ltd.&id=0010h00001aC7fhAAC
Geollect,"Bristol, Bristol (Headquarters)",http://www.geollect.com,Select Technology Partner,,,,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=Geollect&id=0010h00001aC7i2AAC
u-blox America,"Reston, Virginia (Headquarters)",http://www.u-blox.com,Select Technology Partner,"To further improve usage and optimize deployment of these products, we offer services that help increase performance even in harsh environments. Just by setting them up the way you want.",,,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=u-blox%20America&id=0010h00001aC7lfAAC
iBASEt,"Foothill Ranch, California (Headquarters)",https://www.ibaset.com/,Select Technology Partner,,,,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=iBASEt&id=0010h00001aC9xnAAC
"PC-EGG Co.,Ltd.","松江市北陵町, 島根県 (Headquarters)",https://www.pc-egg.com,Select Technology Partner,,,,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=PC-EGG%20Co.%2CLtd.&id=0010h00001aCA4FAAW
Leadtek Research Inc.,"Taipei, New Taipei (Headquarters)",https://www.leadtek.com,Select Technology Partner,,,,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=Leadtek%20Research%20Inc.&id=0010h00001aCAVzAAO
RAKSUL INC.,"Shinagawa-ku, Tokyo (Headquarters)",https://www.elastic-infra.com,Select Consulting Partner,,"AWS Certified Solutions Architect - Associate,AWS Certified Solutions Architect - Professional",,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=RAKSUL%20INC.&id=0010h00001aCAWTAA4
Neu&computing Inc.,"広島市中区袋町, 広島県 (Headquarters)",http://www.neu.co.jp,Select Technology Partner,,,,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=Neu%26computing%20Inc.&id=0010h00001aCAbtAAG
BambeeQ Solutions,"Chennai, Tamil Nadu (Headquarters)",http://www.bambeeq.com,Select Consulting Partner,,,,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=BambeeQ%20Solutions&id=0010h00001aCBtKAAW
ION Group,"New York, New York (Headquarters)",http://www.iongroup.com,Select Technology Partner,,,,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=ION%20Group&id=0010h00001aCC6EAAW
Dimagi Inc.,"Cambridge, Massachusetts (Headquarters)",https://www.dimagi.com,Select Technology Partner,,,,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=Dimagi%20Inc.&id=0010h00001aCCLdAAO
China Mobile International Limited,"北京, Beijing (Headquarters)",http://www.cmi.chinamobile.com/,Select Technology Partner,,,,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=China%20Mobile%20International%20Limited&id=0010h00001aCEPXAA4
DISKOVER,"London, London (Headquarters)",http://www.diskover.net,Select Technology Partner,,,,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=DISKOVER&id=0010h00001aCEuLAAW
"Collective Sense, LLC","San Ramon, California (Headquarters)",http://www.collective-sense.com,Select Technology Partner,"Process standard and non-standard logs produced by your applications, server and server-less infrastructures. Easily send your logs and LogSense will do the rest. Automated pattern discovery and parameterization makes log data usable immediately regardless of log file changes. ML/DL driven anomaly detection and integrated alerts make it the one stop shop for monitoring and troubleshooting.",,,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=Collective%20Sense%2C%20LLC&id=0010h00001aCFoqAAG
IWE,"BIOT, PACA (Headquarters)",http://www.i-we.io,Select Technology Partner,,,,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=IWE&id=0010h00001aCGT4AAO
Replix,"Tel Aviv, IL (Headquarters)",http://www.replix.io,Select Technology Partner,,,,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=Replix&id=0010h00001aCHRuAAO
"Voyomotive, LLC","San Francisco, California (Headquarters)",http://www.voyomotive.com,Select Technology Partner,"Voyomotive provides partners with essential vehicle data needed to create tomorrow’s leading edge telematics applications and services. From “proof of concept” to commercial launch, Voyomotive is a cost effective solution adaptable to all stages of development. The data is ideally suited for UBI, AI, Machine Learning, ADAS integration, and mobility app development.",,,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=Voyomotive%2C%20LLC&id=0010h00001aCHq6AAG
"Quantarium, LLC","Redmond, Washington (Headquarters)",http://www.quantarium.com,Select Technology Partner,"Founded by a team of leading scientists and Ph.Ds., Quantarium is an Artificial Intelligence engineering company that has brought a disruptive set of technologies across a broad range of markets to focus on real estate analytics and innovation.",,,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=Quantarium%2C%20LLC&id=0010h00001aCIwjAAG
GIG inc.,"中央区日本橋浜町, 東京都 (Headquarters)",https://giginc.co.jp,Select Technology Partner,,,,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=GIG%20inc.&id=0010h00001aCJHSAA4
Qlue,"Jakarta Selatan, DKI Jakarta (Headquarters)",https://www.qlue.co.id,Select Technology Partner,,,,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=Qlue&id=0010h00001aCJLtAAO
DotGov.com,"Alexandria, Virginia (Headquarters)",https://www.dotgov.com,Select Technology Partner,,,,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=DotGov.com&id=0010h00001aCK4jAAG
Virtue,"Wilmington, Delaware (Headquarters)",http://www.virtue.im,Select Technology Partner,,,,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=Virtue&id=0010h00001aCLy6AAG
Omniboost BV,"Zaamslag, Zeeland (Headquarters)",http://www.omniboost.io,Select Technology Partner,,,,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=Omniboost%20BV&id=0010h00001aCM3TAAW
Valossa Labs,"Oulu, Oulu (Headquarters)",http://www.valossa.com,Select Technology Partner,,,,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=Valossa%20Labs&id=0010h00001aCM3YAAW
Nimble Technologies,"Johannesburg North, Gauteng (Headquarters)",http://www.nimbletech.co.za,Select Technology Partner,,,,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=Nimble%20Technologies&id=0010h00001aCMAeAAO
"Robots.Jobs, Inc.","Newton Center, Massachusetts (Headquarters)",http://www.robots.jobs,Select Technology Partner,,,,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=Robots.Jobs%2C%20Inc.&id=0010h00001aCMvjAAG
Calculated Systems,"Ortonville, Michigan (Headquarters)",https://www.calculatedsystems.com/,Select Technology Partner,,,,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=Calculated%20Systems&id=0010h00001aCNFuAAO
"Crux Informatics, Inc.","San Francisco, California (Headquarters)",https://www.cruxinformatics.com/,Select Technology Partner,,,,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=Crux%20Informatics%2C%20Inc.&id=0010h00001aCPHrAAO
PayGo,"Alpharetta, GA (Headquarters)",https://www.paygoutilities.com/,Select Technology Partner,,,,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=PayGo&id=0010h00001aCQpzAAG
"Neuromagic Co., Ltd.","中央区, 東京都 (Headquarters)",https://www.neuromagic.com,Select Consulting Partner,,AWS Certified Solutions Architect - Associate,,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=Neuromagic%20Co.%2C%20Ltd.&id=0010h00001aCQrWAAW
WILLWAVE Ltd.,"岡山市北区, 岡山県 (Headquarters)",http://www.willwave.jp,Select Technology Partner,,,,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=WILLWAVE%20Ltd.&id=0010h00001aCRDrAAO
Polymathian,"South Brisbane, Queensland (Headquarters)",http://www.polymathian.com,Select Technology Partner,,,,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=Polymathian&id=0010h00001aCROQAA4
Ivanti,"South Jordan, Utah (Headquarters)",http://www.ivanti.com,Select Technology Partner,"Employing over 1,700 people, Ivanti IT software is used by 78 of the Fortune 100. Enterprise IT departments use Ivanti to marry their ITSM, IT asset management, IT security, endpoint management, and supply chain capabilities. Ivanti’s mission is clear—to help our customers succeed through the Power of Unified IT. Ivanti is headquartered just outside Salt Lake City, Utah.",AWS Certified Solutions Architect - Associate,,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=Ivanti&id=0010h00001aCSD4AAO
Radio Bridge,"Brooklyn Park, Minnesota (Headquarters)",https://www.radiobridge.com,Select Technology Partner,"Radio Bridge Inc designs and manufactures long-range wireless sensors for the Internet of Things (IoT) industry using emerging wireless standards such as LoRaWAN, Sigfox, and NB-IoT. We have a portfolio of sensor products that have very long range, low cost, and extended battery life. The AWS based console allows for provisioning, monitoring, and configuration in the field.",,,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=Radio%20Bridge&id=0010h00001aCT8AAAW
ClioSoft Inc,"Fremont, California (Headquarters)",http://www.cliosoft.com,Select Technology Partner,,,,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=ClioSoft%20Inc&id=0010h00001aCXd7AAG
Rayven IOT,"Sydney, New South Wales (Headquarters)",http://www.rayven.io,Select Technology Partner,,,,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=Rayven%20IOT&id=0010h00001aCZ5qAAG
"Xchange Solutions, Inc.","港区三田, 東京都 (Headquarters)",https://s.xchange.jp,Select Technology Partner,,,,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=Xchange%20Solutions%2C%20Inc.&id=0010h00001aCZOEAA4
Tetrasoft India Pvt. Ltd,"Hyderabad, Andrapradesh (Headquarters)",http://www.tetrasoft.us,Select Technology Partner,"Tetrasoft Inc. is established in 1997 and headquartered in the picturesque city of St. Louis and Missouri. Tetrasoft is a global IT services and Product company, providing services across a range of strategic domains – Technology Services, Application Services, Product Testing, Product Engineering and built products for Pharma and Banking industries",,,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=Tetrasoft%20India%20Pvt.%20Ltd&id=0010h00001aCZUHAA4
"Beiing Wangjuyunlian Technology Co.,Ltd","北京, Beijing (Headquarters)",http://www.maidetech.com,Select Consulting Partner,,,,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=Beiing%20Wangjuyunlian%20Technology%20Co.%2CLtd&id=0010h00001aCZW3AAO
"Digital Circus, Inc.","港区, 東京都 (Headquarters)",https://www.dgcircus.com/,Select Technology Partner,,,,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=Digital%20Circus%2C%20Inc.&id=0010h00001aCZXQAA4
Aghreni Technologies Pvt Ltd,"BENGALURU, Karnataka (Headquarters)",http://www.kenscio.com,Select Technology Partner,,,,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=Aghreni%20Technologies%20Pvt%20Ltd&id=0010h00001aCZbhAAG
Wikitude,"Salzburg, Salzburg (Headquarters)",http://www.wikitude.com,Select Technology Partner,,,,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=Wikitude&id=0010h00001aCZebAAG
Nuvve,"San Diego, California (Headquarters)",http://www.nuvve.com,Select Technology Partner,,,,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=Nuvve&id=0010h00001aCavIAAS
Stay Smart Care,"Winter Park, Florida (Headquarters)",http://www.staysmartcare.com,Select Technology Partner,,,,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=Stay%20Smart%20Care&id=0010h00001aCbkMAAS
Style Arcade,"Sydney, New South Wales (Headquarters)",https://www.stylearcade.com.au,Select Technology Partner,,,,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=Style%20Arcade&id=0010h00001aCc2GAAS
Cloudone.mobi,"Capetown, Western Cape (Headquarters)",http://www.cloudone.mobi/,Select Technology Partner,,,,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=Cloudone.mobi&id=0010h00001aCc92AAC
Fonetic Solutions,"Madrid, Madrid (Headquarters)",http://www.fonetic.com,Select Technology Partner,,,,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=Fonetic%20Solutions&id=0010h00001aCcCLAA0
Access Softek,"berkeley, California (Headquarters)",https://www.accesssoftek.com,Select Technology Partner,,,,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=Access%20Softek&id=0010h00001aCdTeAAK
AppsFlyer,"San Francisco, California (Headquarters)",https://www.appsflyer.com/,Select Technology Partner,,,,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=AppsFlyer&id=0010h00001aCdXDAA0
Hello Zum,"San Isidro, Lima (Headquarters)",https://www.hellozum.com/,Select Technology Partner,"ZUM is a white label, software-as-a-service and multi-carrier platform that helps manage sales and post-sales tasks for insurance distribution channels: Brokers, Banks, Car dealers, Insurance Companies, Retailers. ZUM integrates insurance distribution channels to insurance companies directly and in real time via our proprietary APIs and Web Services.",,,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=Hello%20Zum&id=0010h00001aCel0AAC
Noggin,"Sydney, New South Wales (Headquarters)",http://www.noggin.io,Select Technology Partner,,,,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=Noggin&id=0010h00001aCf1DAAS
AX Semantics,"Stuttgart, Baden-Württemberg (Headquarters)",http://www.ax-semantics.com,Select Technology Partner,,,,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=AX%20Semantics&id=0010h00001aCfTbAAK
Paddle,"London, London (Headquarters)",http://www.paddle.com,Select Technology Partner,,,,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=Paddle&id=0010h00001aCfY7AAK
Open Sensors Ltd,"LONDON, London (Headquarters)",https://www.opensensors.com/,Select Technology Partner,,,,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=Open%20Sensors%20Ltd&id=0010h00001aCffSAAS
Pharos Systems International,"Henrietta, New York (Headquarters)",https://www.pharos.com,Select Technology Partner,,,,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=Pharos%20Systems%20International&id=0010h00001aCfh4AAC
Zephyrtel,"Austin, Texas (Headquarters)",http://www.zephyrtel.com,Select Technology Partner,,,,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=Zephyrtel&id=0010h00001aCgTIAA0
Fetch Robotics,"San Jose, California (Headquarters)",http://www.fetchrobotics.com,Select Technology Partner,,,,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=Fetch%20Robotics&id=0010h00001aCh3TAAS
Frameweld,"Long Island City, New York (Headquarters)",http://www.recapd.com,Select Technology Partner,,,,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=Frameweld&id=0010h00001aCkUQAA0
Silicon Valley Software Group,"San Francisco, California (Headquarters)",http://www.svsg.co,Select Consulting Partner,,AWS Certified Solutions Architect - Associate,,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=Silicon%20Valley%20Software%20Group&id=0010h00001aCklCAAS
Applied Intuition,"Sunnyvale, California (Headquarters)",http://www.applied.co,Select Technology Partner,,,,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=Applied%20Intuition&id=0010h00001aClZNAA0
Proaxia consulting Japan K.K.,"大阪市北区太融寺町, 大阪府 (Headquarters)",http://www.proaxia-consulting.co.jp/,Select Technology Partner,,,,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=Proaxia%20consulting%20Japan%20K.K.&id=0010h00001aCpooAAC
Untapped so limited,"London, London (Headquarters)",http://www.untapped.ai,Select Technology Partner,,,,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=Untapped%20so%20limited&id=0010h00001aCprEAAS
Auto Data Direct Inc.,"Tallahassee, Florida (Headquarters)",https://www.add123.com,Select Technology Partner,,,,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=Auto%20Data%20Direct%20Inc.&id=0010h00001aCq8IAAS
FNDev Consultancy Services,"Cairo, Al Qahirah (Headquarters)",http://www.fndevcs.com,Select Technology Partner,,,,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=FNDev%20Consultancy%20Services&id=0010h00001aCqGbAAK
Louis & Associates,"Esch-sur-Alzette, Luxembourg (Headquarters)",http://www.l-a.lu,Select Consulting Partner,,AWS Certified Solutions Architect - Associate,,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=Louis%20%26%20Associates&id=0010h00001aCqR5AAK
"Serendipity, Inc.","千代田区内神田, 東京都 (Headquarters)",https://serendipity-labs.com,Select Technology Partner,blockchain技術およびretechの導入検討をしているお客様,,,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=Serendipity%2C%20Inc.&id=0010h00001aCsb6AAC
Hangzhou InsightZen Data Technology Ltd.,"杭州, Zhejiang (Headquarters)",http://www.insightzen.com,Select Technology Partner,,,,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=Hangzhou%20InsightZen%20Data%20Technology%20Ltd.&id=0010h00001aCseAAAS
Insider,"İstanbul, İstanbul (Headquarters)",http://www.useinsider.com,Select Technology Partner,,,,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=Insider&id=0010h00001aCtluAAC
Go2 Software LLC,"Sudbury, Massachusetts (Headquarters)",http://www.cloudpegboard.com,Select Technology Partner,,,,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=Go2%20Software%20LLC&id=0010h00001aCu1rAAC
New Boundary Technologies,"Minneapolis, Minnesota (Headquarters)",http://www.newboundary.com,Select Technology Partner,,,,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=New%20Boundary%20Technologies&id=0010h00001aCuMaAAK
BuzzBoard,"San Francisco, California (Headquarters)",http://www.buzzboard.com,Select Technology Partner,,,,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=BuzzBoard&id=0010h00001aCuWxAAK
